1-19828446364,KELANTAN,ZONE KELANTAN SELATAN,System generated comments
1-19861028004,KELANTAN,ZONE KELANTAN UTARA,h [TM32582 @ 08/27/2018 09:31:50 AM]  [MA] 1 [Added By P10587 27/08/2018 08:48:15 AM] Service No: 00907125677Problem: Cannot Receive CallPrevious TT Remarks:CAMS/ICP status:ActiveSEF code:Phone Under TM Net Warranty:YesPhone Under TM Net Warranty:NoIf Cus
1-19833367430,KELANTAN,ZONE KELANTAN TENGAH,[Test Type:Verify STX];[Test Status:Successful];[User ID:s670218];[Session Start Time:26/08/2018 01:28:15] [Q004178 @ 08/26/2018 03:32:03 PM]   [MA]   [Added By K25878 26/08/2018 02:36:04 PM] [MA] utk tindakan [Added By K25878 26/08/2018 02:34:22 PM]  [MA
1-19849656834,KELANTAN,ZONE KELANTAN UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:twf97763];[Session Start Time:27/08/2018 11:08:43] [Q004165 @ 08/27/2018 11:19:04 AM]     [Q004165 @ 08/27/2018 11:17:59 AM]     [Q004165 @ 08/26/2018 06:58:24 PM]     [Q004165 @ 08/26/2018 06:57:43
1-19861081763,KELANTAN,ZONE KELANTAN SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:nddunia];[Session Start Time:27/08/2018 01:57:09] [Q004329 @ 08/27/2018 10:54:49 AM]    [Q004329 @ 08/27/2018 10:54:11 AM]  [MA]  [Added By B13912 27/08/2018 09:25:41 AM] [MA]  [Added By B13912 27
1-19850892303,KELANTAN,ZONE KELANTAN UTARA,change modem [Q004169 @ 08/26/2018 03:55:36 PM]  . [Q004169 @ 08/26/2018 03:38:26 PM]  [MA] T [Added By K16992 26/08/2018 09:16:17 AM]  [MA] T [Added By K16992 26/08/2018 09:15:16 AM] [MA]   [Added By K16992 26/08/2018 09:04:35 AM] [MA] ; [Added By K16992
1-19845075956,KELANTAN,ZONE KELANTAN UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:fisalny];[Session Start Time:27/08/2018 02:16:00] [TM31138 @ 08/27/2018 02:47:03 PM]  modem rosak [TM31138 @ 08/27/2018 02:00:06 PM]  [MA] .. [Added By P10587 27/08/2018 12:57:30 PM] otw[TM31138 @ 0
1-19863317738,KELANTAN,ZONE KELANTAN TENGAH,inprogress [Q004177 @ 08/27/2018 03:33:21 PM]  [MA] utk tindakan [Added By K25878 27/08/2018 01:26:38 PM] nama pengadu:CHE ZAMRI BIN CHE MATno ctc:0179375816nama plgn:CHE ZAMRI BIN CHE MATno servis:097641372no acct:U600302591704isu/aduan:no dial tone te
1-19856146623,KELANTAN,ZONE KELANTAN UTARA,tukar modem..sambung conrt [Q004170 @ 08/27/2018 10:30:44 AM]  o [Q004170 @ 08/27/2018 10:27:22 AM]  [MA] ` [Added By K16992 27/08/2018 08:30:38 AM] [MA] ` [Added By K16992 26/08/2018 03:30:54 PM]  [MA] ` [Added By K16992 26/08/2018 12:58:47 PM] [MA] ` [A
1-19863886003,KELANTAN,ZONE KELANTAN TENGAH,inprogress [Q004177 @ 08/27/2018 04:48:10 PM]  [MA] utk tindakan [Added By K25878 27/08/2018 12:53:15 PM] Troubleshooting / Advise :Assist customer on other party cannot hear____________________________________Outcome & comment :Create TT_______________
1-19859798101,KELANTAN,ZONE KELANTAN UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:khl783];[Session Start Time:27/08/2018 09:33:57] [TM31138 @ 08/27/2018 09:37:53 AM]  otw [TM31138 @ 08/27/2018 09:37:08 AM]  [MA] 1 [Added By P10587 27/08/2018 08:49:20 AM] [MA] 1 [Added By P10587 2
1-19860026347,KELANTAN,ZONE KELANTAN UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:aswane85];[Session Start Time:27/08/2018 10:41:31] [Q004167 @ 08/27/2018 11:04:39 AM]    [Q004167 @ 08/27/2018 10:45:02 AM]    [Q004167 @ 08/26/2018 04:01:02 PM]    [Q004167 @ 08/26/2018 03:45:29 PM
1-19861992614,KELANTAN,ZONE KELANTAN SELATAN,. [Q004329 @ 08/27/2018 11:29:48 AM]  Service No:00909666106 Problem:ndt+streamyx down  Previous TT Remarks:n/a CAMS/ICP status:active SEF code: Phone Under TM Net Warranty:no If Customer Call Back:Request O&M to check. Thank you Verification via call to
1-19852393166,KELANTAN,ZONE KELANTAN SELATAN,System generated comments
1-19857292080,KELANTAN,ZONE KELANTAN SELATAN,wiring plnagn [TM32575 @ 08/27/2018 10:21:22 PG]  .. [TM32575 @ 08/27/2018 10:20:05 PG]  apoiment pg esk [TM32575 @ 08/26/2018 05:23:40 PTG]    [TM32575 @ 08/26/2018 10:31:06 AM]  [MA]   [Added By TM34223 26/08/2018 10:07:46 AM]  [TM32575 @ 08/26/2018 04:
1-19864938263,KELANTAN,ZONE KELANTAN UTARA,Intr buffering.tidak dpt speed 8mps.intrnt slow.099440095 Verification via call to 00909440095 has been successfully done. Please proceed to RESOLVE this TT. [Q004165 @ 08/27/2018 04:26:46 PM]     [Q004165 @ 08/27/2018 04:22:03 PM]  Intr buffering.tidak d
1-19843524905,KELANTAN,ZONE KELANTAN TENGAH,Abdullah Bin Bakar (B12653)  done manual assign [Added By TM32586 27/08/2018 10:16:45 AM] siap repair kabel; sila tutup ckc [B12653 @ 2018/08/27 15:24:16]
1-19864700443,MELAKA,ZONE MELAKA SELATAN,TUKAT ESIDE 547125..ELFAN/HARIS.. [Q004514 @ 08/27/2018 04:25:25 PM]  [MA]   [Added By B13555 27/08/2018 02:28:23 PM] CVP  Auto Ticket Creation IVR Verification has been successfully done [Q004514 @ 08/27/2018 05:01:53 PM]    [Q004514 @ 08/27/2018 04:25
1-19855189704,MELAKA,ZONE MELAKA UTARA,sub ciw faulty;advise sub [TM32588 @ 08/27/2018 02:54:32 pm]    [TM32588 @ 08/27/2018 01:19:50 pm]    [TM32588 @ 08/27/2018 11:47:49 am]    [TM32588 @ 08/27/2018 11:47:23 am]  [MA]   [Added By B15760 27/08/2018 09:15:39 AM]  [MA]   [Added By B15760 25/08/
1-19858685752,MELAKA,ZONE MELAKA UTARA,reboot modem [Q005539 @ 08/27/2018 11:18:50 PG]  . [Q005539 @ 08/27/2018 11:18:21 PG]  Troubleshooting/Advise:    Assist customer on Intermittend.Frequent Disconnection troubleshooting    Outcome & comment :
1-19853299472,MELAKA,ZONE MELAKA UTARA,tukar socket petir by tros syamin [Q004624 @ 08/27/2018 11:57:03 AM]   [MA]   [Added By B15760 27/08/2018 10:48:44 AM] [MA]   [Added By B15760 27/08/2018 08:53:13 AM] pejabat tutup[Q004624 @ 08/25/2018 12:08:25 PM]  [Q004624 @ 08/25/2018 10:24:31 AM] [MA]
1-19861221035,MELAKA,ZONE MELAKA SELATAN,tukar pair 1 [TM32288 @ 08/27/2018 12:23:23 PM]  otw [TM32288 @ 08/27/2018 09:36:34 AM]  [MA] assign [Added By TM32288 27/08/2018 08:50:27 AM] Customer Name : LEE SIEW LENGContact Number : 0149472367Login Id              : leng8324Service Number : 0060529
1-19855848034,MELAKA,ZONE MELAKA UTARA,rejoint drop wire..by tros budin [Q004623 @ 08/27/2018 12:20:37 PM]  tt [Q004623 @ 08/27/2018 10:43:02 AM]  [MA]   [Added By B15760 27/08/2018 09:21:13 AM] temu janji[Q004623 @ 08/26/2018 01:01:02 PM] tt[Q004623 @ 08/26/2018 10:41:24 AM] [MA]   [Added By
1-19849957913,MELAKA,ZONE MELAKA SELATAN,Refer mantenan.CIW rosak.SDF line ok. [Q004471 @ 08/27/2018 12:07:01 PM]   [MA] otw [Added By B13555 27/08/2018 09:00:42 AM]  [MA] otw [Added By B13555 25/08/2018 12:43:11 PM] [MA] Q005181 [Added By B13555 25/08/2018 09:20:19 AM]  [MA] otw [Added By B1355
1-19862607929,MELAKA,ZONE MELAKA SELATAN,MODEM CUST FAULTY..ELFAN/HARIS.. [Q004514 @ 08/27/2018 12:06:31 PM]    [Q004514 @ 08/27/2018 11:20:16 AM]  [MA]   [Added By B13555 27/08/2018 10:09:45 AM] SN/Login ID: maxilias Account Status: ACTIVEProblem: DSL_CantLoginDTDSLBlinkPortRstComment: Request
1-19861042173,MELAKA,ZONE MELAKA UTARA,modem rosak Dan new contract [Q003667 @ 08/27/2018 12:02:33 PM]  tt [Q003667 @ 08/27/2018 11:24:23 AM]  TROUBLESHOOTING / ADVISE :  assist customer on MODEM FAULTY troubleshooting.  OUTCOME & COMMENT : create tt assigned to CPC follow up ===============
1-19855521903,MELAKA,ZONE MELAKA UTARA,rejoint [K22743 @ 08/27/2018 12:00:56 PM]  . [K22743 @ 08/27/2018 11:19:04 AM]  [MA]   [Added By B15760 27/08/2018 09:18:45 AM]  [MA]   [Added By B15760 25/08/2018 09:43:13 AM] [MA]   [Added By B15760 25/08/2018 09:41:57 AM] Service No:00606966863Problem:
1-19864739534,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:rahmat.7@unifi];[Session Start Time:27/08/2018 05:12:58]port DSLAM faulty.change port dslam.tested okay.ts firdaus [Q004604 @ 08/27/2018 05:17:06 PM]  otw [Q004604 @ 08/27/2018 04:37:20 PM]  SN/Logi
1-19847815343,MELAKA,ZONE MELAKA SELATAN,renew service contract [TM30695 @ 08/27/2018 12:49:57 PM]  otw [TM30695 @ 08/27/2018 09:54:06 AM]  [MA] Razib  [Added By K20835 27/08/2018 08:10:34 AM] reappmnt for closed[TM32288 @ 08/26/2018 09:47:03 AM] otw[TM32288 @ 08/26/2018 09:09:13 AM] [MA]  [Add
1-19858619603,MELAKA,ZONE MELAKA SELATAN,test di sdf bgunan tone ok...ciw...advised plgn puan laudah refer kntraktor wiring sendiri [Q005309 @ 08/27/2018 03:03:25 PM]   [MA]   [Added By B13555 27/08/2018 11:02:13 AM] [MA]   [Added By B13555 27/08/2018 08:50:25 AM]  [MA]   [Added By B13555 26/08/
1-19862679108,MELAKA,ZONE MELAKA SELATAN,internal wiring problem..advise sub [Q004491 @ 08/27/2018 02:50:58 PM]    [Q004491 @ 08/27/2018 02:37:53 PM]  [MA]   [Added By B13555 27/08/2018 10:22:34 AM] no dial tonecannot call out & call inplgn tiada no hp
1-19858947621,MELAKA,ZONE MELAKA SELATAN,test hgga dp tone ok...ciw...advised plgn [Q005309 @ 08/27/2018 02:24:00 PM]   [MA]   [Added By B13555 27/08/2018 01:11:39 PM] [MA]   [Added By B13555 27/08/2018 09:20:55 AM] [MA]   [Added By B13555 27/08/2018 08:54:30 AM] [MA]   [Added By B13555 27/08/20
1-19858947573,MELAKA,ZONE MELAKA SELATAN,ciw...test hgga dp tone ok...advised plgn [Q005309 @ 08/27/2018 02:22:41 PM]   [MA]   [Added By B13555 27/08/2018 01:10:57 PM] [MA]   [Added By B13555 27/08/2018 09:20:45 AM] [MA]   [Added By B13555 27/08/2018 08:53:48 AM]  [MA]   [Added By B13555 27/08/2
1-19862843621,MELAKA,ZONE MELAKA UTARA,internal pelanggan rosak [Q003667 @ 08/27/2018 02:09:35 PM]  tt [Q003667 @ 08/27/2018 01:58:25 PM]  Troubleshooting/Advice:  ** Assist customer on No Dial Tone    Outcome&comment:
1-19857213825,MELAKA,ZONE MELAKA UTARA,iw costumer faulty.... tone di premis ok [Q005517 @ 08/27/2018 02:04:19 PM]  TT [Q005517 @ 08/27/2018 09:30:01 AM]  ra 27.8.2018 [Q005517 @ 08/25/2018 02:06:39 PM]  TT [Q005517 @ 08/25/2018 02:05:46 PM]   [MA] tt [Added By TM37422 25/08/2018 12:32:05 PM]
1-19854833053,MELAKA,ZONE MELAKA SELATAN,renew service contract [TM30695 @ 08/27/2018 04:04:39 PM]  otw [TM30695 @ 08/27/2018 09:55:49 AM]  [MA] Razib  [Added By K20835 27/08/2018 08:09:23 AM] reapmnt[TM32288 @ 08/26/2018 12:08:23 PM] otw[TM32288 @ 08/26/2018 09:07:56 AM] [MA]  [Added By K20835
1-19854005103,N. SEMBILAN,ZONE N. SEMBILAN SELATAN,kerja2 rejoint dp. Sub dah verify ok oleh en kahar / nazriq
1-19845595718,MELAKA,ZONE MELAKA UTARA,System generated comments
1-19837373319,MELAKA,ZONE MELAKA SELATAN,System generated comments
1-19744692387,MELAKA,ZONE MELAKA SELATAN,System generated comments
1-19861940162,MELAKA,ZONE MELAKA UTARA,last point putus 1 kaki; renew last point [Q005511 @ 08/27/2018 04:52:00 PM]  tt [Q005511 @ 08/27/2018 04:51:03 PM]  Service No:00605547352 Problem: DEL TECH FAULT ndt Previous TT Remarks:  CAMS/ICP status: active SEF code:  Phone Under TM Net Warranty:
1-19850448931,MELAKA,ZONE MELAKA UTARA,renew last point [Q005511 @ 08/27/2018 04:53:25 PM]  tt [Q005511 @ 08/27/2018 10:09:07 AM]  TT ni appt atas sebab; cust ckp internet tak boleh pakai; bila dtg rumah cust internet ok takada masaalah; reading smua OK... cust langan internet unifi lite 10mbp
1-19860738369,MELAKA,ZONE MELAKA UTARA,test line ok by tros qamar and hanafi [MA]   [Added By B15760 27/08/2018 02:43:53 PM] Oval Status: OKName Appear: YESSNI Appear: YES====================================SRF : 119860738361TT :SRC :====================================Troubleshooting/Advice:
1-19863970787,MELAKA,ZONE MELAKA UTARA,test line ok by tros qamar and hanafi [Test Type:Verify STX];[Test Status:Successful];[User ID:zul.71@unifi];[Session Start Time:27/08/2018 02:58:17] [Q004624 @ 08/27/2018 05:58:40 PM]    [Q004624 @ 08/27/2018 05:57:57 PM]  [MA]   [Added By B15760 27/08/2
1-19864098566,MELAKA,ZONE MELAKA UTARA,test line ok by tros qamar and hanafi [Test Type:Verify STX];[Test Status:Successful];[User ID:mbo08];[Session Start Time:27/08/2018 04:32:36] [Q004624 @ 08/27/2018 06:00:15 PM]    [Q004624 @ 08/27/2018 05:59:25 PM]  [MA]   [Added By B15760 27/08/2018 02:
1-19861279372,MELAKA,ZONE MELAKA UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:maycbk];[Session Start Time:27/08/2018 10:53:44] [TM30380 @ 08/27/2018 04:46:14 PM]  tt [TM30380 @ 08/27/2018 04:37:28 PM]  [MA] tt [Added By B12852 27/08/2018 08:46:13 AM] SN/Login ID:  maycbkModem
1-19864625284,MELAKA,ZONE MELAKA SELATAN,[MA] otw [Added By B13555 27/08/2018 05:43:47 PM] Service No:00602332073Problem:NDTPrevious TT Remarks:CAMS/ICP status:activeIf Customer Call Back:Request O&M to check. Thank you IVR Verification has been successfully done..tukar dside 673 pair 3 test li
1-19862649805,MELAKA,ZONE MELAKA SELATAN,otw [Q004621 @ 08/27/2018 02:31:13 PTG]  [MA] Q004621 [Added By B13555 27/08/2018 12:10:40 PM] 11:46 AM 8/27/2018 Received call from Puan LizaTroubleshooting / AdviseAssist for NDT issuePICctc name: Ms Tayctc no: 0123101993Outcome & Comment
1-19864130018,MELAKA,ZONE MELAKA UTARA,t.  cabinet.  jumper.  disc.   rejumper.  test. ok [Q005435 @ 08/27/2018 05:58:05 pm]  Service No:00603351686 Problem: No Dial Tone Previous TT Remarks: CAMS/ICP status:20 SEF code:Residential (R30)  If Customer Call Back:Request O&M to check. Thank you
1-19843464987,MELAKA,ZONE MELAKA UTARA,System generated comments
1-19845620207,MELAKA,ZONE MELAKA UTARA,System generated comments
1-19863881544,MELAKA,ZONE MELAKA SELATAN,modem cust faulty... [Q005181 @ 08/27/2018 05:37:36 PM]      [Q005181 @ 08/27/2018 05:23:00 PM]  [MA] Q005181 [Added By B13555 27/08/2018 01:58:15 PM] Troubleshooting/Advice: ** Assist customer on DSL Off====================================Outcome&comment
1-19860188645,MELAKA,ZONE MELAKA UTARA,Test line ok; modem customer rosak; customer beli modem sendiri by tros qamar [MA]   [Added By B15760 27/08/2018 09:20:44 AM] Nama Pengadu: FirdausCtc No: 0122709176Nama Pemilik Akaun: Azmah Binti SharifNo Akaun: A600023175005No Perkhidmatan: 065562609L
1-19859482633,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:kfcm0822];[Session Start Time:27/08/2018 12:59:27]..tukar pair DP internel dri 8 kpd 9..test speed dpt bacaan 4.3Mbps by muin and sharil [Q005328 @ 08/27/2018 04:29:44 PM]  ke cab [Q005328 @ 08/27/2
1-19853986378,MELAKA,ZONE MELAKA SELATAN,soket sub faulty..advise sub change soket [TM33724 @ 08/27/2018 05:49:59 PM]  otw [TM33724 @ 08/27/2018 10:17:15 AM]  [MA] Iqbal  [Added By K20835 27/08/2018 08:54:12 AM] [MA]  [Added By K20835 27/08/2018 08:53:48 AM] appt[TM33724 @ 08/25/2018 12:24:51 P
1-19857695467,MELAKA,ZONE MELAKA SELATAN,modem cust faulty.. [Q005181 @ 08/27/2018 06:05:28 PM]   [MA] otw [Added By B13555 27/08/2018 09:05:50 AM] [MA] Q005181 [Added By B13555 27/08/2018 08:53:00 AM]  [MA] otw [Added By B13555 26/08/2018 10:56:31 AM] [MA] Q004471 [Added By B13555 26/08/2018 09
1-19857249792,MELAKA,ZONE MELAKA UTARA,tukar drop wire [Q003667 @ 08/25/2018 06:41:20 PM]  tt [Q003667 @ 08/25/2018 05:20:50 PM]  Troubleshooting/Advice:  ** Assist customer on Slow Connection troubleshooting ========================== Outcome&comment: ** Create TT Assign SRF to TM CCR Technic
1-19843792819,MELAKA,ZONE MELAKA UTARA,
1-19857389163,MELAKA,ZONE MELAKA UTARA,t [Q005435 @ 08/27/2018 10:17:40 am]  [MA] tt [Added By B12852 27/08/2018 08:59:12 AM] appt[Q000137 @ 08/26/2018 12:48:28 PM] ;[Q000137 @ 08/26/2018 12:46:29 PM] [MA] tt [Added By B12852 26/08/2018 09:10:18 AM] Service No:00603361324Problem: SE_Clip Fault
1-19860405916,MELAKA,ZONE MELAKA SELATAN,lightning arrestor faulty [TM32288 @ 08/27/2018 11:09:58 AM]  otw [TM32288 @ 08/27/2018 09:36:17 AM]  [MA] assign [Added By TM32288 27/08/2018 08:47:24 AM] Troubleshooting/ Adviceinternet intermiitent n always disconnecteddone troubelshootingpls check
1-19861935325,MELAKA,ZONE MELAKA UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:yunos228];[Session Start Time:27/08/2018 10:44:39]last point disc [Q005538 @ 08/27/2018 11:51:47 AM]  . [Q005538 @ 08/27/2018 11:51:20 AM]  [MA] tt    [Added By B12852 27/08/2018 08:51:07 AM] Troubl
1-19859818230,MELAKA,ZONE MELAKA SELATAN,otw change line cord zuraime/rohaizam [Q005326 @ 08/27/2018 09:10:20 AM]  [MA] Q005326 [Added By B13555 27/08/2018 08:49:37 AM]  [MA] otw [Added By B13555 26/08/2018 02:45:14 PM] Service No:00602618178Problem:DEL Technical Fault DT_NoDialTone Previous TT
1-19861270344,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:japkota];[Session Start Time:27/08/2018 12:04:56]..tukar Ds 563 ke Ds 561 [Q004491 @ 08/27/2018 12:07:26 PM]    [Q004491 @ 08/27/2018 12:06:15 PM]  [MA]   [Added By B13555 27/08/2018 08:54:48 AM] SN
1-19854291633,MELAKA,ZONE MELAKA SELATAN,[MA] otw [Added By B13555 27/08/2018 09:04:31 AM]  [MA] otw [Added By B13555 25/08/2018 10:04:05 AM] [MA] Q004621 [Added By B13555 25/08/2018 09:53:22 AM] [MA] Q005310 [Added By B13555 25/08/2018 09:22:48 AM] Service No : 00602325855Problem : DT_NoDialTon
1-19862563488,MELAKA,ZONE MELAKA UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:sewching];[Session Start Time:27/08/2018 12:13:15]reconfigure modem [Q005538 @ 08/27/2018 12:26:15 PM]  . [Q005538 @ 08/27/2018 12:24:55 PM]  ###################### Troubleshooting/Advice: =========
1-19862841791,MELAKA,ZONE MELAKA SELATAN,setting modem...[Test Type:Verify STX];[Test Status:Successful];[User ID:kimship];[Session Start Time:27/08/2018 12:23:48] [Q004485 @ 08/27/2018 12:29:45 PM]      [Q004485 @ 08/27/2018 12:28:45 PM]  Troubleshooting/ Advise:
1-19861279547,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:ramlims];[Session Start Time:27/08/2018 12:28:47]..tukar port 56 ke port 72 [Q004491 @ 08/27/2018 12:33:34 PM]    [Q004491 @ 08/27/2018 12:32:41 PM]  [MA]   [Added By B13555 27/08/2018 09:22:52 AM]
1-19824048557,MELAKA,ZONE MELAKA UTARA,tt [Q005511 @ 08/27/2018 10:08:57 AM]  TT ni appt lagi atas sebab; pejabat sek agama takada org; kerani masih lagi cuti.... [Q005511 @ 08/24/2018 05:49:21 PM]  tt [Q005511 @ 08/24/2018 09:44:45 AM]  [MA] tt [Added By TM37422 24/08/2018 09:08:48 AM] [MA] t
1-19863205120,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:hhashim1];[Session Start Time:27/08/2018 12:57:45]..tukar port 95 ke port 49 [Q004491 @ 08/27/2018 01:04:09 PM]     [Q004491 @ 08/27/2018 12:55:54 PM]  cannoty access ionternet no dial tone  0176484
1-19861377018,MELAKA,ZONE MELAKA UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:nealie88];[Session Start Time:27/08/2018 12:58:06] tukar jumper wire [Q003667 @ 08/27/2018 01:14:16 PM]  tt [Q003667 @ 08/27/2018 01:09:38 PM]  [MA] tt [Added By B12852 27/08/2018 09:19:10 AM] [MA]
1-19860945466,MELAKA,ZONE MELAKA SELATAN,LINE CORD FAULTY..ELFAN/HARIS.. [Q004514 @ 08/27/2018 01:14:43 PM]  [MA]   [Added By B13555 27/08/2018 08:51:48 AM] Service No:00602826551Problem:DEL Technical Fault (No dial tone) SEF code: RADS Free Telephone SetPhone Under TM Net Warranty: YesIf Custom
1-19861931638,MELAKA,ZONE MELAKA UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:ctzar];[Session Start Time:27/08/2018 01:04:01] [Q004448 @ 08/27/2018 01:19:17 PM]  tt [Q004448 @ 08/27/2018 01:10:32 PM]  Account is active  No Active session Detected. Checked for previous case h
1-19858750164,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:izhar430];[Session Start Time:27/08/2018 01:18:44]change dside 9 zaine/farid [Q005320 @ 08/27/2018 01:23:58 PM]  otw [Q005320 @ 08/27/2018 09:10:42 AM]  [MA] Q005320 [Added By B13555 27/08/2018 08:5
1-19862289634,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User ID:abbys];[Session Start Time:27/08/2018 12:12:58] reconfigure semula modem;detect user di tempat lain;reset password;advise sub supaya monitor line;terlalu kerap ubah configuration;test speed dapt 27m
1-19857282035,MELAKA,ZONE MELAKA UTARA,tt [TM30380 @ 08/27/2018 08:52:37 AM]  [MA] tt [Added By B12852 27/08/2018 08:47:33 AM] sub appointment[TM30380 @ 08/26/2018 12:31:11 PM] tt[TM30380 @ 08/26/2018 09:41:04 AM] [MA] tt [Added By B12852 26/08/2018 09:36:42 AM] sub appointment[TM30380 @ 08/25
1-19848816187,MELAKA,ZONE MELAKA SELATAN,[MA] otw [Added By B13555 27/08/2018 08:59:32 AM] [MA] Q004471 [Added By B13555 27/08/2018 08:48:13 AM]  [MA] otw [Added By B13555 26/08/2018 01:02:40 PM] [MA] Q004471 [Added By B13555 26/08/2018 09:34:06 AM]  [MA] otw [Added By B13555 25/08/2018 12:41:48
1-19862183777,MELAKA,ZONE MELAKA SELATAN,[MA]   [Added By B13555 27/08/2018 10:44:09 AM] DT_NoDialToneService No: 00602820412Problem: DEL TECH FAULT    NDT CAMS/ICP status: activeSEF code: DT_NoDialTonePhone Under TM Net Warranty: : NA If Customer Call Back:Request O&M to check. Thank you IVR
1-19859955563,MELAKA,ZONE MELAKA UTARA,tukar drop wayer satu span ; drop wayer kena potong by tros qamar and hanafi[MA]   [Added By B15760 27/08/2018 08:49:24 AM] Service No : 00604486430Problem : DSLNoDialTonePrevious TT Remarks: ICP status`:  Account NameMUHAMAD SOFIAN BIN MOHD ANUAR  95033
1-19861273056,MELAKA,ZONE MELAKA UTARA,reconfigure by tros redzuan[Test Type:Verify STX];[Test Status:Successful];[User ID:erney73];[Session Start Time:27/08/2018 11:10:54] [Q100079 @ 08/27/2018 02:14:56 PM]  . [Q100079 @ 08/27/2018 02:14:21 PM]  SN/Login ID: erney73 Modem Warranty:  No Accoun
1-19862735523,MELAKA,ZONE MELAKA UTARA,Rejoint drop wayer by tros qamar and hanafi[MA]   [Added By B15760 27/08/2018 10:50:12 AM] CVP  Auto Ticket Creation IVR Verification has been successfully done [Q004624 @ 08/27/2018 02:15:50 PM]     [Q004624 @ 08/27/2018 02:14:28 PM]  [MA]   [Added By B
1-19863176437,MELAKA,ZONE MELAKA UTARA,TT [Q005517 @ 08/27/2018 02:04:50 PM]  Service No:00603513780 Problem: ndt Previous TT Remarks:  CAMS/ICP status:active SEF code: If Customer Call Back:Request O&M to check. Thank you IVR Verification has been successfully done....jumper wire di cabinet
1-19862714429,MELAKA,ZONE MELAKA SELATAN,otw [Q004621 @ 08/27/2018 01:18:32 PTG]  [MA] Q004621 [Added By B13555 27/08/2018 10:41:49 AM] Service No: 00602322366Problem: DT_NoDialTonePrevious TT Remarks: CAMS/ICP status: 20SEF code: DECT CPEO 2011 DECT UTILIZATIONPhone Under TM Net Warranty: no I
1-19855733810,MELAKA,ZONE MELAKA UTARA,[Test Type:Verify STX];[Test Status:Successful];[User ID:aira79];[Session Start Time:27/08/2018 06:16:59] [TM32961 @ 08/27/2018 02:32:51 PM]    [TM32961 @ 08/27/2018 09:15:49 AM]  [MA]   [Added By B15760 27/08/2018 09:00:48 AM]  [MA]   [Added By B15760 26
1-19863240368,MELAKA,ZONE MELAKA UTARA,Rej DW by tros redzuan[Test Type:Verify STX];[Test Status:Successful];[User ID:ciklah45];[Session Start Time:27/08/2018 02:17:35] [Q100079 @ 08/27/2018 02:32:50 PM]  . [Q100079 @ 08/27/2018 02:28:39 PM]  [MA]   [Added By B15760 27/08/2018 12:03:00 PM] [MA
1-19844811989,MELAKA,ZONE MELAKA SELATAN,[MA] otw [Added By B13555 27/08/2018 12:47:53 PM] [MA] Q004471 [Added By B13555 27/08/2018 08:54:52 AM]  [MA] otw [Added By B13555 26/08/2018 09:47:01 AM] [MA] Q004471 [Added By B13555 26/08/2018 09:28:45 AM]  [MA] otw [Added By B13555 25/08/2018 09:33:06
1-19863611953,MELAKA,ZONE MELAKA SELATAN,last point dsic.. [Q004485 @ 08/27/2018 02:35:27 PM]  [MA]   [Added By B13555 27/08/2018 11:44:28 AM] CVP  Auto Ticket Creation IVR Verification has been successfully done [Q004485 @ 08/27/2018 02:42:39 PM]     [Q004485 @ 08/27/2018 02:35:27 PM]  [MA]
1-19848953662,MELAKA,ZONE MELAKA SELATAN,[Test Type:Verify STX];[Test Status:Successful];[User pelanggan memberitahu streamyx sudah boleh digunakan zuraime/rohaizam ID:ttchan];[Session Start Time:26/08/2018 07:36:16] [Q005326 @ 08/27/2018 11:17:36 AM]  otw [Q005326 @ 08/27/2018 08:57:01 AM]  tem
1-19862869641,MELAKA,ZONE MELAKA SELATAN,"otw [Q004621 @ 08/27/2018 02:31:04 PTG]  **Qbust Case  Troubleshooting/Advise ********************* Assist Customer on Voice Down  no dial tone  OUTCOME ********* **Proceed with create TT & Assigned SRF to CPC Follow Up   Language 	: Malay Created By	:"
1-19850315568,MELAKA,ZONE MELAKA UTARA,tukar drop wire 2 span by tros syamin[Test Type:Verify STX];[Test Status:Successful];[User ID:imah.e7@unifi];[Session Start Time:27/08/2018 01:50:54] [Q004624 @ 08/27/2018 03:20:12 PM]   [MA]   [Added By B15760 27/08/2018 03:13:47 PM] [MA]   [Added By B15
